order_id,product_id,supplier_id,warehouse_id,quantity_ordered,unit_cost_gbp,total_cost_gbp,order_date,expected_delivery_date,actual_delivery_date,lead_time_days,transport_mode,weight_kg_total,is_urgent_order,order_status,supplier_name,country_of_origin,region,product_name,category_code,abc_class,unit_price_gbp,gross_margin_pct,origin_country,distance_km,emission_factor,weight_tonnes,carbon_kg_co2e,carbon_tonnes_co2e,carbon_per_unit_kg,reporting_period,scope_category,report_standard,defra_source,air_emission_factor,carbon_if_air_kg_co2e,carbon_saved_vs_air_kg
PO-000789,PRD-00041,SUP-004,WH-002,96,17.96,1724.16,2024-08-29,2024-09-23,2024-09-25,25,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2024-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000790,PRD-00041,SUP-004,WH-001,96,17.77,1705.92,2024-09-29,2024-10-19,2024-10-18,20,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000791,PRD-00041,SUP-004,WH-003,96,17.76,1704.96,2024-10-25,2024-11-14,2024-11-13,20,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2024-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000792,PRD-00041,SUP-004,WH-001,96,17.75,1704.0,2024-11-26,2024-12-16,2024-12-16,20,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000793,PRD-00041,SUP-004,WH-003,96,17.66,1695.36,2024-12-28,2025-01-25,2025-01-24,28,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000794,PRD-00041,SUP-004,WH-003,48,18.57,891.36,2025-02-01,2025-03-03,2025-03-05,30,SEA,13.92,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.01392,2.4499,0.00245,0.05104,2025-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,92.1782,89.7283
PO-000795,PRD-00041,SUP-004,WH-001,48,18.26,876.48,2025-02-27,2025-04-11,2025-04-13,43,SEA,13.92,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.01392,2.4499,0.00245,0.05104,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,92.1782,89.7283
PO-000796,PRD-00041,SUP-004,WH-003,48,18.45,885.6,2025-03-31,2025-04-20,2025-04-21,20,SEA,13.92,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.01392,2.4499,0.00245,0.05104,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,92.1782,89.7283
PO-000797,PRD-00041,SUP-004,WH-003,96,17.78,1706.88,2025-04-30,2025-05-28,2025-05-29,28,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000798,PRD-00041,SUP-004,WH-003,96,18.15,1742.4,2025-05-25,2025-06-18,2025-06-18,24,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000799,PRD-00041,SUP-004,WH-001,96,17.87,1715.52,2025-06-22,2025-07-20,2025-07-19,28,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000800,PRD-00041,SUP-004,WH-003,96,18.19,1746.24,2025-07-26,2025-08-15,2025-08-14,20,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000801,PRD-00041,SUP-004,WH-001,96,18.06,1733.76,2025-08-30,2025-10-01,2025-10-02,32,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000802,PRD-00041,SUP-004,WH-002,96,17.78,1706.88,2025-10-04,2025-11-03,2025-11-06,30,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000803,PRD-00041,SUP-004,WH-002,96,17.92,1720.32,2025-11-08,2025-12-05,2025-12-04,27,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000804,PRD-00041,SUP-004,WH-001,96,18.28,1754.88,2025-12-09,2025-12-29,2025-12-28,20,SEA,27.84,False,DELIVERED,IndiaManufact Pvt,India,INTERCONTINENTAL,Spa Pamper Set,SGF,A,33.78,46.6,India,11000.0,0.016,0.02784,4.8998,0.0049,0.05104,2025-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,184.3565,179.4567
PO-000805,PRD-00042,SUP-006,WH-003,48,20.29,973.92,2024-01-27,2024-02-09,2024-02-11,13,ROAD,62.69,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.06269,11.2842,0.011284,0.235088,2024-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,67.9309,56.6467
PO-000806,PRD-00042,SUP-006,WH-003,48,19.98,959.04,2024-02-26,2024-03-10,2024-03-12,13,ROAD,62.69,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.06269,11.2842,0.011284,0.235088,2024-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,67.9309,56.6467
PO-000807,PRD-00042,SUP-006,WH-003,60,20.08,1204.8,2024-04-01,2024-04-11,2024-04-14,10,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2024-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000808,PRD-00042,SUP-006,WH-003,60,20.74,1244.4,2024-05-01,2024-05-16,2024-05-18,15,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2024-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000809,PRD-00042,SUP-006,WH-001,60,19.72,1183.2,2024-05-30,2024-06-12,2024-06-12,13,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000810,PRD-00042,SUP-006,WH-002,60,20.36,1221.6,2024-06-25,2024-07-06,2024-07-08,11,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2024-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000811,PRD-00042,SUP-006,WH-002,72,20.42,1470.24,2024-07-22,2024-08-04,2024-08-05,13,ROAD,94.03,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.09403,16.9254,0.016925,0.235075,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,101.8909,84.9655
PO-000812,PRD-00042,SUP-006,WH-003,60,20.22,1213.2,2024-08-21,2024-09-05,2024-09-04,15,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2024-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000813,PRD-00042,SUP-006,WH-001,60,19.76,1185.6,2024-09-15,2024-10-03,2024-10-06,18,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000814,PRD-00042,SUP-006,WH-002,72,21.02,1513.44,2024-10-10,2024-10-20,2024-10-21,10,ROAD,94.03,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.09403,16.9254,0.016925,0.235075,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,101.8909,84.9655
PO-000815,PRD-00042,SUP-006,WH-001,84,19.58,1644.72,2024-11-08,2024-11-21,2024-11-22,13,ROAD,109.7,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.1097,19.746,0.019746,0.235071,2024-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,118.8709,99.1249
PO-000816,PRD-00042,SUP-006,WH-002,96,20.95,2011.2,2024-12-12,2024-12-26,2024-12-28,14,ROAD,125.38,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.12538,22.5684,0.022568,0.235088,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,135.8618,113.2934
PO-000817,PRD-00042,SUP-006,WH-001,48,21.02,1008.96,2025-01-06,2025-01-18,2025-01-20,12,ROAD,62.69,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.06269,11.2842,0.011284,0.235088,2025-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,67.9309,56.6467
PO-000818,PRD-00042,SUP-006,WH-002,48,20.09,964.32,2025-02-09,2025-02-22,2025-02-21,13,ROAD,62.69,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.06269,11.2842,0.011284,0.235088,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,67.9309,56.6467
PO-000819,PRD-00042,SUP-006,WH-003,60,20.24,1214.4,2025-03-07,2025-03-21,2025-03-21,14,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2025-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000820,PRD-00042,SUP-006,WH-002,60,20.41,1224.6,2025-04-02,2025-04-13,2025-04-15,11,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000821,PRD-00042,SUP-006,WH-003,60,20.32,1219.2,2025-04-28,2025-05-15,2025-05-16,17,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2025-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000822,PRD-00042,SUP-006,WH-001,60,20.19,1211.4,2025-05-23,2025-06-02,2025-06-01,10,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000823,PRD-00042,SUP-006,WH-003,60,20.23,1213.8,2025-06-19,2025-07-01,2025-07-04,12,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000824,PRD-00042,SUP-006,WH-002,72,20.12,1448.64,2025-07-14,2025-07-25,2025-07-26,11,ROAD,94.03,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.09403,16.9254,0.016925,0.235075,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,101.8909,84.9655
PO-000825,PRD-00042,SUP-006,WH-001,60,20.29,1217.4,2025-08-18,2025-08-29,2025-08-28,11,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000826,PRD-00042,SUP-006,WH-002,60,20.89,1253.4,2025-09-18,2025-10-01,2025-10-02,13,ROAD,78.36,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.07836,14.1048,0.014105,0.23508,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,84.9109,70.8061
PO-000827,PRD-00042,SUP-006,WH-003,72,20.67,1488.24,2025-10-17,2025-10-30,2025-10-30,13,ROAD,94.03,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.09403,16.9254,0.016925,0.235075,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,101.8909,84.9655
PO-000828,PRD-00042,SUP-006,WH-003,84,20.3,1705.2,2025-11-17,2025-11-29,2025-11-30,12,ROAD,109.7,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Aromatherapy Diffuser Kit,SGF,A,43.03,52.7,Italy,1800.0,0.1,0.1097,19.746,0.019746,0.235071,2025-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,118.8709,99.1249
PO-000830,PRD-00043,SUP-007,WH-003,100,9.87,987.0,2024-01-02,2024-01-20,2024-01-22,18,AIR,80.6,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.08059999999999999,266.8666,0.266867,2.668666,2024-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,266.8666,0.0
PO-000831,PRD-00043,SUP-007,WH-002,100,10.0,1000.0,2024-01-28,2024-02-15,2024-02-17,18,AIR,80.6,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.08059999999999999,266.8666,0.266867,2.668666,2024-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,266.8666,0.0
PO-000832,PRD-00043,SUP-007,WH-002,100,10.26,1026.0,2024-02-22,2024-03-08,2024-03-08,15,AIR,80.6,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.08059999999999999,266.8666,0.266867,2.668666,2024-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,266.8666,0.0
PO-000833,PRD-00043,SUP-007,WH-001,100,9.78,978.0,2024-03-23,2024-04-09,2024-04-11,17,AIR,80.6,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.08059999999999999,266.8666,0.266867,2.668666,2024-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,266.8666,0.0
PO-000834,PRD-00043,SUP-007,WH-003,100,10.1,1010.0,2024-04-20,2024-05-04,2024-05-06,14,AIR,80.6,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.08059999999999999,266.8666,0.266867,2.668666,2024-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,266.8666,0.0
PO-000835,PRD-00043,SUP-007,WH-002,200,10.01,2002.0,2024-05-25,2024-06-11,2024-06-13,17,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000836,PRD-00043,SUP-007,WH-003,200,9.85,1970.0,2024-06-22,2024-07-15,2024-07-16,23,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2024-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000837,PRD-00043,SUP-007,WH-003,200,10.39,2078.0,2024-07-19,2024-08-06,2024-08-08,18,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000838,PRD-00043,SUP-007,WH-002,200,10.05,2010.0,2024-08-18,2024-09-09,2024-09-09,22,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2024-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000839,PRD-00043,SUP-007,WH-002,200,10.17,2034.0,2024-09-14,2024-10-03,2024-10-04,19,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000840,PRD-00043,SUP-007,WH-003,200,9.86,1972.0,2024-10-15,2024-11-12,2024-11-13,28,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2024-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000841,PRD-00043,SUP-007,WH-001,200,10.02,2004.0,2024-11-15,2024-12-06,2024-12-05,21,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000842,PRD-00043,SUP-007,WH-003,200,10.26,2052.0,2024-12-13,2025-01-01,2025-01-01,19,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000843,PRD-00043,SUP-007,WH-001,100,9.77,977.0,2025-01-16,2025-01-30,2025-01-29,14,AIR,80.6,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.08059999999999999,266.8666,0.266867,2.668666,2025-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,266.8666,0.0
PO-000844,PRD-00043,SUP-007,WH-003,100,10.15,1015.0,2025-02-11,2025-02-25,2025-02-26,14,AIR,80.6,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.08059999999999999,266.8666,0.266867,2.668666,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,266.8666,0.0
PO-000845,PRD-00043,SUP-007,WH-001,100,9.93,993.0,2025-03-15,2025-04-14,2025-04-15,30,SEA,80.6,True,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,6800.0,0.016,0.08059999999999999,8.7693,0.008769,0.087693,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,329.9442,321.1749
PO-000846,PRD-00043,SUP-007,WH-003,100,10.0,1000.0,2025-04-13,2025-04-27,2025-04-30,14,AIR,80.6,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.08059999999999999,266.8666,0.266867,2.668666,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,266.8666,0.0
PO-000847,PRD-00043,SUP-007,WH-003,200,10.23,2046.0,2025-05-12,2025-06-07,2025-06-07,26,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000848,PRD-00043,SUP-007,WH-002,200,9.98,1996.0,2025-06-16,2025-07-03,2025-07-06,17,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000849,PRD-00043,SUP-007,WH-003,200,9.92,1984.0,2025-07-14,2025-07-30,2025-08-02,16,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000850,PRD-00043,SUP-007,WH-001,200,9.93,1986.0,2025-08-17,2025-09-07,2025-09-07,21,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000851,PRD-00043,SUP-007,WH-001,200,10.27,2054.0,2025-09-17,2025-10-10,2025-10-10,23,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000852,PRD-00043,SUP-007,WH-003,200,10.27,2054.0,2025-10-12,2025-10-31,2025-10-30,19,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000853,PRD-00043,SUP-007,WH-003,200,10.13,2026.0,2025-11-07,2025-11-26,2025-11-25,19,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
PO-000854,PRD-00043,SUP-007,WH-001,200,10.03,2006.0,2025-12-04,2025-12-19,2025-12-20,15,AIR,161.2,False,DELIVERED,USBrands Inc,United States,INTERCONTINENTAL,Premium Notebook and Pen Set,SGF,A,17.18,41.8,United States,5500.0,0.602,0.16119999999999998,533.7332,0.533733,2.668666,2025-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,533.7332,0.0
